CompanyID,SalesOfMainProduct,SalesOfOtherProduct,Monthly budget,PrimaryType,Rank,YearFounded,CompanyStatus,OriginCity,OriginCountry,Investments,TodaysClients,ReturningClient,TotalActiveClients,ClientsInTheLast7Days,ClientsInTheLast6Months,ClientsInTheLast12Months,TotalClientsInTheLast7Days,TotalClientsInTheLast6Months,TotalClientsInTheLast12Months
112051-72,1,3,,Sport,,,,,,1,19,1,9,,,,,1,1
112055-50,0,2,,Real Estate,,,Actively Seeking New Employees,Paris,France,3,43,1,23,,,1,,2,3
112057-57,0,0,,Angel (individual),,,,McKinney,United States,1,5,1,4,,,,,,
112059-01,0,1,,Real Estate,,2006,Actively Seeking New Employees,Aarhus C,Denmark,1,1,1,1,,,,,,
11206-54,12,13,,Pets,0.5,2000,Actively Seeking New Employees,Taipei,Taiwan,1,60,1,14,,,,,1,1
11206-72,58,125,71000,Alcohol,24210.60086,1982,Actively Seeking New Employees,Boston,United States,18,1173,17,138,,5,8,,56,106
11206-81,1,33,7000,Food,1268.886451,1993,Actively Seeking New Employees,Birmingham,United States,8,154,8,45,,,1,,1,3
112068-64,2,4,,Angel (individual),,,Actively Seeking New Employees,Berlin,Germany,3,12,3,5,,,,,,
11207-17,8,29,90.68045,Pets,,1981,Actively Seeking New Employees,Montclair,United States,5,154,4,27,,,,,1,1
11207-44,44,29,2100,Pets,0,2001,Actively Seeking New Employees,Zug,Switzerland,10,146,8,39,,2,3,,13,21
11207-53,1,3,,Family Office,,2000,Actively Seeking New Employees,Oulu,Finland,1,5,1,1,,,1,,,1
11207-89,27,59,1600,Pets,73.14415,1985,Will Consider New Projects,Cambridge,United States,3,203,2,7,,,1,,,1
112076-65,0,3,173,Pets,,2015,Actively Seeking New Employees,South Jakarta,Indonesia,7,63,6,38,,,,,6,10
112076-74,0,2,6.19748233,Pets,0,2014,Actively Seeking New Employees,Mexico City,Mexico,1,25,1,13,,,,,,3
112079-17,0,1,,Pets,,,Out of Business,New York,United States,1,4,1,3,,,,,,1
11208-07,41,42,1209.724247,Pets,212.5050413,1996,Actively Seeking New Employees,Stockholm,Sweden,2,198,1,23,,,1,,7,11
11208-16,10,33,,Office,,1995,Actively Seeking New Employees,New York,United States,36,155,25,54,,4,11,,4,11
11208-43,5,20,600,Pets,255.25,2005,Actively Seeking New Employees,Port Louis,Mauritius,11,148,9,38,,,,,,
11208-79,17,39,2500,Lender/Debt Provider,12.7075156,2003,Actively Seeking New Employees,Palo Alto,United States,32,182,29,108,,5,6,,6,7
11208-88,1,7,26.3,Pets,0,2005,Actively Seeking New Employees,Indianapolis,United States,1,22,1,3,,,,,,
11209-24,3,14,3038.827309,Alcohol,325.234165,2004,Actively Seeking New Employees,London,United Kingdom,1,84,1,23,,,,,3,5
11209-51,2,29,235,Pets,70.0144404,2004,Actively Seeking New Employees,New York,United States,55,167,32,56,1,9,17,1,10,19
112092-31,0,8,34.43456606,Family Office,,2011,Not Making New Products,London,United Kingdom,4,37,3,18,,,,,,
11210-32,14,44,550,Pets,64.22845,1983,Actively Seeking New Employees,Boston,United States,15,173,11,23,1,3,6,1,5,8
11210-95,1,9,23,Pets,0,,Actively Seeking New Employees,Wilmington,United States,1,37,1,10,,,,,,
11211-13,17,104,100,Electronics,,1999,Actively Seeking New Employees,Arlington,United States,58,359,54,137,,5,19,,9,24
11211-22,0,5,,Pets,,2005,Actively Seeking New Employees,Northfield,United States,1,17,1,6,,,,,,
11211-40,88,122,,Pets,406.7717827,1980,Actively Seeking New Employees,Menlo Park,United States,81,495,48,80,,11,25,,12,27
11211-67,6,12,229.847607,Alcohol,21.51236833,1981,Actively Seeking New Employees,Amsterdam,Netherlands,1,91,1,32,,,,1,7,8
11211-76,0,21,278.2365769,Pets,49.70794875,2005,Actively Seeking New Employees,Helsinki,Finland,26,136,17,47,,1,7,,2,11
112110-04,0,0,,Impact Investing,,2010,Actively Seeking New Employees,Brussels,Belgium,3,14,2,10,,,,,,
112111-57,0,1,,Angel (individual),,,,Sunnyvale,United States,1,5,1,2,,,,,,
112116-61,2,0,,Angel (individual),,,Actively Seeking New Employees,London,United Kingdom,1,6,1,3,,,,,,
112119-85,0,1,,Angel (individual),,,,Palo Alto,United States,2,3,2,2,,1,1,,1,1
112119-94,0,0,23.54524402,Toys,30.36973,2014,Actively Seeking New Employees,Montreal,Canada,11,33,6,22,,1,2,,3,6
11212-21,8,29,2.85792,Pets,6.38029373,1999,Not Making New Products,Los Altos,United States,3,77,3,10,,,,,,
11212-30,12,53,241,Lender/Debt Provider,,2004,Actively Seeking New Employees,Farmington,United States,9,138,9,50,,,,,,2
11212-39,1,9,100,Holding Company,1.42450733,1990,Actively Seeking New Employees,Naples,United States,1,25,1,1,,,,,,
11212-66,5,19,,Pets,,,Acquired/Merged,Taipei,Taiwan,3,39,2,7,,,1,,1,2
112123-18,1,0,,Angel (individual),,,Actively Seeking New Employees,Franklin Lakes,United States,1,2,1,1,,,,,,
11213-56,1,19,8.2,Angel Group,0.62775573,2000,Actively Seeking New Employees,Boston,United States,4,65,4,15,,1,1,,1,2
11213-83,3,11,,Office,,,Out of Business,Louisville,United States,1,26,1,3,,,,,,
11213-92,15,76,80.56,Pets,33.45208475,1989,Actively Seeking New Employees,San Francisco,United States,12,274,9,20,,2,3,,2,5
11214-19,2,22,,Pets,0,2009,Out of Business,Austin,United States,1,63,1,5,,,,,,
11214-46,1,15,113.761682,Growth/Expansion,110.8607903,2000,Actively Seeking New Employees,San Diego,United States,1,110,1,22,,,,,3,5
11214-82,11,56,,Pets,15.10740737,1993,Actively Seeking New Employees,Menlo Park,United States,1,148,1,6,,,,,,
112142-98,0,1,,Angel (individual),,,Actively Seeking New Employees,San Francisco,United States,1,6,1,3,,,1,,1,2
112143-61,0,0,,Family Office,,2006,,Zurich,Switzerland,2,10,2,8,,1,1,,1,2
11215-09,98,414,11258.72572,Alcohol,1091.818599,1945,Actively Seeking New Employees,London,United Kingdom,1,1653,1,82,,,,1,7,11
11215-27,0,2,,Pets,0,2006,Out of Business,Montreal,Canada,2,7,2,3,,,,,,
11215-36,7,35,,Pets,0,1998,Actively Seeking New Employees,Santa Monica,United States,1,138,1,12,,,,,,
11215-45,6,8,2468.690833,Alcohol,1391.840164,2002,Actively Seeking New Employees,Chennai,India,2,84,2,26,,,,,1,2
11215-54,81,72,6885.475357,Pets,2785.831702,1992,Actively Seeking New Employees,Beijing,China,24,1102,22,503,,1,1,,45,72
11215-63,4,60,446.989515,Pets,,2001,Actively Seeking New Employees,Boston,United States,44,305,32,64,,7,10,,13,19
112156-39,0,1,,Angel (individual),,,,,,1,8,1,7,,,,,1,3
11216-26,6,98,1500,Pets,66.38859042,1999,Actively Seeking New Employees,Bellevue,United States,31,405,19,47,,1,2,,1,2
11216-53,3,19,75,Pets,7.10339865,2000,Actively Seeking New Employees,Chicago,United States,7,105,6,38,,1,1,,2,4
11216-62,2,19,,Pets,0,1996,Out of Business,Alamo,United States,2,47,1,4,,,,,,
11216-98,45,151,6632.1,Pets,5045.405038,1996,Actively Seeking New Employees,London,United Kingdom,251,982,165,299,,42,81,,46,89
112160-71,2,3,2647.8,Family Office,,,Actively Seeking New Employees,Duisburg,Germany,2,29,2,11,,1,2,,2,5
112164-31,3,8,,Angel (individual),,,,New York,United States,6,31,6,17,,1,1,,1,1
112166-29,0,0,,Holding Company,,1984,Actively Seeking New Employees,Vienna,Austria,2,3,1,2,,,1,,1,2
112166-92,0,2,,Angel (individual),,,Actively Seeking New Employees,Toronto,Canada,1,5,1,3,,,,,,
11217-34,46,88,4300,Pets,1194.168389,2000,Actively Seeking New Employees,San Francisco,United States,54,285,50,83,,4,9,,5,10
11217-61,20,45,83.89120318,Pets,,1979,Actively Seeking New Employees,Stockholm,Sweden,35,243,22,57,,3,6,,7,12
112174-12,0,1,,Other,,,,,,1,6,1,3,,,,,,
112175-11,0,0,,Banking,,1878,Actively Seeking New Employees,London,United Kingdom,1,11,1,3,,,,,,
11218-42,0,15,,Pets,0.85074943,2002,Actively Seeking New Employees,Purchase,United States,1,50,1,7,,,,,,
11218-78,14,65,84.68069732,Pets,111.835009,1988,Actively Seeking New Employees,Paris,France,9,226,8,38,,1,4,,3,6
11219-05,2,63,63,Pets,1.05500739,1999,Actively Seeking New Employees,Pittsburgh,United States,21,492,14,206,,2,4,,12,50
11219-50,2,8,,Pets,20.88730881,1992,Actively Seeking New Employees,New York,United States,21,62,17,32,,4,4,,5,7
11219-86,0,7,3100,Food,0,1998,Actively Seeking New Employees,Toronto,Canada,1,11,1,2,,,,,,
112196-17,0,1,,Angel (individual),,,,,,1,3,1,2,,,,,,
11220-13,128,544,13300,Office,,1991,Actively Seeking New Employees,Santa Clara,United States,172,1840,132,400,1,20,43,1,26,54
11220-22,41,117,2800,Pets,0,1979,Actively Seeking New Employees,Los Altos,United States,9,500,6,45,,,,,1,1
11220-76,5,32,22319.43202,Banking,375.87648,1974,Actively Seeking New Employees,London,United Kingdom,13,195,10,58,,,4,,5,11
112203-73,0,1,,Limited Partner,,,,Luxembourg,Luxembourg,4,7,4,6,,4,4,,4,5
11221-39,2,32,969.12,Alcohol,255.749307,1986,Actively Seeking New Employees,Avon,United States,3,186,2,44,,,,,8,11
11221-75,6,49,2066.073964,Alcohol,1728.01639,1995,Actively Seeking New Employees,London,United Kingdom,5,253,,46,,,,,8,13
11221-93,8,43,229.847607,Pets,0,1998,Acquired/Merged (Operating Subsidiary),Paris,France,11,218,8,72,,,1,2,5,9
112210-75,0,1,6774.455785,Alcohol,37.28606527,2014,Actively Seeking New Employees,Paris,France,1,46,1,27,,,1,,5,11
112212-73,0,1,,Angel (individual),,,Actively Seeking New Employees,Seattle,United States,1,13,1,8,,1,1,,1,1
11222-20,0,4,250,Pets,0,2006,Actively Seeking New Employees,Ra'anana,Israel,10,56,7,18,,,,,1,1
112226-86,1,0,,Angel (individual),,,,Singapore,Singapore,2,6,1,4,,,1,,,1
11223-19,16,21,2533.5,Pets,,,Actively Seeking New Employees,Singapore,Singapore,4,113,3,37,,1,1,,1,3
11223-28,6,49,1000,Pets,51.55206671,2003,Actively Seeking New Employees,Palo Alto,United States,29,163,18,27,,1,6,,1,6
11223-37,17,78,,Pets,8.07340944,2003,Actively Seeking New Employees,Boston,United States,5,245,4,11,,,,,,
112232-80,2,8,95.35275072,Office,6.34642381,2015,Actively Seeking New Employees,Tokyo,Japan,8,31,8,18,,,,,1,2
11224-18,13,50,1400,Pets,91,1993,Actively Seeking New Employees,Jerusalem,Israel,42,238,28,53,1,7,17,1,7,18
11224-45,7,44,1100,Pets,26.37270434,1996,Actively Seeking New Employees,Chicago,United States,1,156,1,6,,,,,,
11225-08,37,56,,Office,0,1973,Actively Seeking New Employees,New Brunswick,United States,23,367,18,102,,3,10,,10,26
11225-44,0,18,40,Pets,18.1,2004,Actively Seeking New Employees,Cleveland,United States,19,307,12,151,,1,3,,1,4
11226-07,0,11,0.04,Alcohol,,1977,Actively Seeking New Employees,Overland Park,United States,1,59,1,25,,,,,1,1
11226-61,2,24,40.8,Pets,16.91755844,1996,Actively Seeking New Employees,Highland Park,United States,10,78,5,15,,1,4,,1,7
11227-06,3,11,,Pets,,1999,Actively Seeking New Employees,Palo Alto,United States,1,22,1,8,,,,,,
11227-51,2,12,,Growth/Expansion,0,,Out of Business,Boston,United States,1,32,1,2,,,,,,
11227-60,20,124,14500,Pets,893.6014364,2004,Actively Seeking New Employees,Menlo Park,United States,248,974,162,317,,26,55,,35,75
112274-20,0,1,,Banking,,1955,Actively Seeking New Employees,Oslo,Norway,1,12,1,4,,1,1,,2,2
112277-44,3,3,,Sport,,2007,,Warsaw,Poland,1,48,1,37,,,,,,2
11228-32,3,7,100,Pets,2.48049581,1980,Not Making New Products,Charlotte,United States,1,20,1,2,,,,,,
11228-50,175,305,8743.997468,Pets,1848.528558,1972,Actively Seeking New Employees,Menlo Park,United States,203,1790,132,297,,13,39,,22,53
112288-69,0,1,,Impact Investing,,1998,Actively Seeking New Employees,Redwood City,United States,2,7,2,5,,,1,,,1
112289-50,0,1,,Angel (individual),,,,San Francisco,United States,1,3,1,2,,,,,,
11229-04,5,31,2665.496575,Pets,760.530669,2000,Actively Seeking New Employees,New York,United States,106,306,68,118,,14,28,,20,41
11229-49,1,15,310,Pets,6.48,2001,Actively Seeking New Employees,San Francisco,United States,13,68,9,19,,1,1,,1,2
11229-85,11,84,2000,Pets,571.9285226,1995,Actively Seeking New Employees,Seattle,United States,95,423,59,95,3,11,21,4,15,28
112290-13,0,2,,Angel (individual),,,,Malibu,United States,2,8,2,6,,2,2,,2,2
112291-75,0,1,,Banking,,1976,Actively Seeking New Employees,New York,United States,1,19,1,17,,,,,1,1
112295-17,0,4,,Angel (individual),,,Actively Seeking New Employees,Atlanta,United States,15,34,13,20,,2,3,,3,5
112299-76,2,2,,Office,,2007,Actively Seeking New Employees,Atlanta,United States,2,9,2,3,,,,,,
11230-12,0,20,500,Pets,100.2,1999,Actively Seeking New Employees,Tel Aviv,Israel,35,138,19,32,,2,4,,2,4
11230-48,10,56,100214.7664,Furniture,100,1948,Actively Seeking New Employees,Frankfurt,Germany,5,287,5,87,,,,,1,2
11230-66,29,35,,Pets,4.09781631,1981,Actively Seeking New Employees,Sunnyvale,United States,5,116,4,32,,1,1,,2,2
11232-64,1,25,3024.310618,Alcohol,139.1744563,1985,Actively Seeking New Employees,Paris,France,10,185,9,44,,2,4,,5,12
11232-91,1,18,202.8,Pets,2.9298,1999,Actively Seeking New Employees,Menlo Park,United States,2,55,1,4,,,,,,
112321-27,2,0,,Limited Partner,,,,,,1,9,1,7,,,,,1,2
112323-07,0,0,,Angel (individual),,,,Tel Aviv,Israel,2,5,1,1,,,,,,
112326-76,0,0,,Angel Group,,,,,,3,7,3,5,,2,2,1,3,3
112328-02,0,0,,Angel (individual),,,,Mumbai,India,2,9,1,6,,1,1,,1,1
11233-27,63,22,8000,Pets,192.2456549,2001,Actively Seeking New Employees,Beijing,China,11,541,8,294,,,2,1,32,53
11233-72,6,20,67,Pets,0.36919535,1996,Actively Seeking New Employees,San Francisco,United States,1,46,1,1,,,1,,,1
112338-19,0,0,,Angel (individual),,,,,,1,2,1,1,,1,1,,1,1
11234-26,23,41,2419.448495,Pets,351.09814,1988,Actively Seeking New Employees,Amsterdam,Netherlands,6,182,5,44,,,2,,5,15
11234-35,14,38,,Pets,45.10423333,1994,Actively Seeking New Employees,Menlo Park,United States,1,82,1,12,,,,,,
112340-35,0,1,,Angel (individual),,,,,,1,3,1,3,,,,,,
112344-85,0,3,,Angel (individual),,,,,,2,8,2,4,,,,,,1
112346-20,0,0,,Angel (individual),,,,,,1,5,1,3,,,1,,,1
112346-74,0,0,,Angel (individual),,,,,,5,12,3,9,,2,3,,6,8
112347-19,0,0,,Angel (individual),,,,,,1,3,1,2,,,,,,
112347-46,0,5,,Angel (individual),,,,Bangalore,India,6,25,5,14,,,,,,1
11235-88,4,17,600,Food,190.7701528,1985,Actively Seeking New Employees,San Francisco,United States,2,54,1,14,,,,,,
112357-54,0,0,,Angel (individual),,,,,,2,4,2,3,,,,,,
112364-29,0,1,,Pets,,,Actively Seeking New Employees,London,United Kingdom,8,12,8,11,,,,,,
11237-14,11,80,20,Pets,1.084328,1978,Actively Seeking New Employees,Boston,United States,18,376,12,144,,1,3,,4,7
11237-50,56,157,4000,Pets,295.1988303,1977,Actively Seeking New Employees,San Francisco,United States,89,694,51,106,1,10,16,1,13,21
11237-59,3,8,667.0344964,Pets,,2001,Actively Seeking New Employees,Kuala Lumpur,Malaysia,6,114,6,83,,,,,1,1
11237-68,11,50,741,Pets,188.3936773,1998,Actively Seeking New Employees,Seattle,United States,72,343,58,124,,5,16,,7,24
11237-95,62,161,2700,Pets,1478.534145,1969,Actively Seeking New Employees,Menlo Park,United States,83,762,52,111,1,10,18,1,12,27
112371-49,0,0,210.1,Toys,86.79451,2010,Actively Seeking New Employees,London,United Kingdom,1,16,1,13,,,,,,
112372-39,0,1,,Angel (individual),,,Actively Seeking New Employees,London,United Kingdom,1,3,1,3,,,,,,
112381-48,0,0,,Angel (individual),,,,,,1,3,1,2,,,,,,1
112386-79,0,0,,Pets,,2012,Actively Seeking New Employees,Gurgaon,India,1,8,1,5,,,,,,
112388-23,0,0,,Other,,,,,,1,2,1,1,,,,,,
11239-57,0,0,,Pets,,2016,Actively Seeking New Employees,Brookline,United States,3,11,2,7,,,,,,
11239-66,0,8,1209.724247,Alcohol,735.6238823,2003,Actively Seeking New Employees,The Hague,Netherlands,1,114,1,32,,,,1,12,25
11240-02,1,26,1000,Pets,423.40349,2000,Actively Seeking New Employees,Luxembourg,Luxembourg,33,172,21,51,,3,9,,3,12
11240-11,1,3,,Alcohol,0,1998,Out of Business,Coral Gables,United States,1,10,1,2,,,,,,
11240-47,51,82,3000,Pets,1510.117446,1999,Actively Seeking New Employees,Palo Alto,United States,64,312,39,55,,11,17,,11,18
11241-10,0,6,146.9667279,Alcohol,0.00809935,1994,Actively Seeking New Employees,Liverpool,United Kingdom,1,48,1,15,,1,1,,1,1
11241-91,6,39,318.7,Pets,249.494411,1996,Actively Seeking New Employees,Palo Alto,United States,20,152,15,23,1,4,7,1,4,7
112418-38,0,2,,Angel (individual),,,,,,1,5,1,2,,,,,,
11242-00,10,22,9848,Banking,,1949,Actively Seeking New Employees,Minneapolis,United States,2,230,2,33,,,,,4,7
11242-54,36,179,5500,Pets,1359.96551,1976,Actively Seeking New Employees,Menlo Park,United States,103,746,71,122,2,21,34,2,25,41
11242-63,0,13,25.08,Pets,0,2005,Other,Philadelphia,United States,2,54,1,9,,,,,,
112426-48,0,1,60.48621237,Impact Investing,,2009,Actively Seeking New Employees,Mexico City,Mexico,3,28,2,21,,,,,1,1
11243-71,0,12,86,Growth/Expansion,0,1998,Actively Seeking New Employees,Denver,United States,1,74,1,8,,,,,,
112433-41,0,0,,Angel (individual),,,Actively Seeking New Employees,Seattle,United States,3,13,3,10,,,,,,
11244-34,1,30,133.0696672,Pets,27.59767733,1990,Actively Seeking New Employees,Birmingham,United Kingdom,4,227,4,90,,1,1,,2,5
11244-52,17,38,1000,Pets,143.8265161,2002,Actively Seeking New Employees,New York,United States,16,109,12,22,,,2,,1,3
112440-25,0,1,,Angel (individual),,,Actively Seeking New Employees,Boise,United States,1,7,1,4,,,,,1,1
112443-31,0,13,,Angel (individual),,,Actively Seeking New Employees,San Francisco Bay Area,United States,3,42,3,21,,,,,,
11245-33,0,4,,Alcohol,,1996,Actively Seeking New Employees,San Jos������,Costa Rica,1,10,1,3,,1,1,,1,1
11246-23,7,23,400,Office,124.1191885,1997,Actively Seeking New Employees,Oakland,United States,24,125,19,34,,5,9,,8,13
11246-68,1,11,123.3918732,Pets,1.43135853,1997,Acquired/Merged (Operating Subsidiary),Dublin,Ireland,2,61,2,13,,,,,,
11246-86,1,21,151.63,Pets,75.13890645,2001,Actively Seeking New Employees,Corona del Mar,United States,9,86,8,22,,,1,,,1
11247-13,3,31,500,Pets,0,1996,Other,San Diego,United States,4,125,1,3,,1,1,,1,1
11247-31,6,14,800.839,Banking,,1954,Actively Seeking New Employees,New York,United States,1,34,1,3,,,,,,
11247-40,8,34,300,Pets,,2001,Actively Seeking New Employees,Menlo Park,United States,2,182,2,40,,,1,,,4
11247-67,26,14,706.4999965,Pets,0,2000,Actively Seeking New Employees,Tokyo,Japan,39,190,32,111,1,2,7,2,8,18
11247-85,6,34,102,Pets,2.73941295,2003,Actively Seeking New Employees,Deerfield,United States,7,111,6,18,,,,,,
11247-94,2,12,426.9886192,Pets,58.08267567,2000,Actively Seeking New Employees,London,United Kingdom,41,152,28,58,1,4,9,2,9,18
11248-12,16,11,119.1909384,Pets,,1999,Actively Seeking New Employees,Tokyo,Japan,8,106,6,49,,1,1,,2,5
11248-21,27,99,27.9,Pets,108.0664608,1983,Actively Seeking New Employees,San Mateo,United States,15,402,11,32,,,1,,,1
11248-93,28,43,12387.07787,Pets,3278.932929,2000,Actively Seeking New Employees,Owings Mills,United States,69,252,56,96,,9,17,,14,23
112489-93,0,0,,Angel (individual),,,,Singapore,Singapore,1,3,1,2,,,,,,
11249-11,2,4,,Alcohol,3.1421385,1996,Actively Seeking New Employees,Indianapolis,United States,1,21,1,2,,,,,,
11250-28,1,11,61.69593662,Pets,9.4225918,2005,Actively Seeking New Employees,Munich,Germany,9,48,4,9,,2,2,,3,3
11250-64,1,28,1330.696672,Alcohol,,1948,Actively Seeking New Employees,Amsterdam,Netherlands,2,186,1,28,,,,1,10,12
11250-91,16,17,111.3793115,Pets,3.73428825,1997,Actively Seeking New Employees,Oslo,Norway,1,76,1,9,,,,,,
112501-81,0,1,,Pets,,,Actively Seeking New Employees,Centennial,United States,1,12,1,6,,,,,,
112505-77,0,8,,Family Office,,,Actively Seeking New Employees,Mercer Island,United States,8,36,8,20,,,1,,1,3
112507-66,0,0,,Angel (individual),,,,Auckland,New Zealand,1,2,1,2,,,,,,
112508-83,0,2,,Banking,,1871,Actively Seeking New Employees,Essen,Germany,2,17,2,2,,,,,,
11251-81,176,465,24000,Pets,4580.475,1977,Actively Seeking New Employees,Chevy Chase,United States,275,2339,162,368,1,30,44,2,46,68
112518-55,0,2,47000,Banking,,1969,,,,1,17,1,11,,,,,,4
11252-44,42,50,1000,Pets,0,2005,Actively Seeking New Employees,New York,United States,8,238,6,31,,1,2,,5,10
11252-89,0,43,2000,Growth/Expansion,260.1000049,1999,Actively Seeking New Employees,Radnor,United States,17,299,13,68,,,2,,13,21
11252-98,1,22,600,Pets,29.39443107,2004,Actively Seeking New Employees,New York,United States,7,106,6,35,,2,3,,2,3
11253-25,3,39,,Pets,0,2001,Actively Seeking New Employees,New Providence,United States,1,108,1,6,,,,,,
11253-52,5,65,7000,Pets,7.89710973,1996,Actively Seeking New Employees,Chicago,United States,58,263,44,90,,3,7,,3,7
11253-88,2,17,500,Pets,250,2001,Actively Seeking New Employees,New York,United States,2,76,2,7,,,,,,
112533-94,0,1,,Angel (individual),,,,New York,United States,1,3,1,1,,,,,,
112534-21,0,2,,Angel (individual),,,Actively Seeking New Employees,Boston,United States,1,8,1,5,,,1,,1,3
112539-88,0,1,,Banking,,,,,,1,2,1,1,,,,,,
11254-42,2,42,1500,Pets,560,2006,Actively Seeking New Employees,Menlo Park,United States,81,288,47,88,,10,21,,11,27
11254-78,3,12,20000,Alcohol,0,2005,Actively Seeking New Employees,Washington,United States,1,62,1,12,,1,1,,3,3
