LandLordID,YearFounded,PreferredIndustry,LandlordOriginCity,LandlordOriginCountry,ActiveCompanies,TotalPopulationAround,Area,AllCompanyID,LastUpdated
121702-96,2015,Software,Bengaluru,India,14,863782.8428,73,"['107181-64', '109956-79', '111498-04', '149906-35', '150359-05', '157346-56', '182580-31', '232262-83', '235306-45', '40420-36', '458649-37', '56089-63', '65418-40', '98977-78']",02/15/2021
121712-23,2014,Retail,Chicago,United States,13,373581.1229,20,"['10134-73', '109821-25', '161899-12', '163986-31', '265858-93', '438996-70', '51487-66', '51639-94', '53539-93', '55963-18', '56105-92', '56637-91', '84405-43']",02/22/2021
121712-41,2015,Commercial Services,Menlo Park,United States,23,845737.8631,37,"['106035-13', '120649-24', '131025-79', '148978-99', '154231-21', '156005-56', '163547-65', '164052-82', '183301-39', '186361-39', '224169-22', '25342-57', '431375-77', '431378-11', '437252-05', '437252-86', '51322-24', '54419-50', '55028-08', '57237-58', '57625-84', '59891-50', '88577-92']",02/22/2021
121717-72,2014,Healthcare Technology Systems,Lausanne,Switzerland,5,982952.5659,54,"['120788-29', '232458-58', '234999-37', '56181-16', '61493-32']",02/22/2021
121722-85,2015,Software,Redwood City,United States,18,870269.421,54,"['101903-14', '105876-64', '107627-50', '10905-04', '118436-23', '118632-34', '119239-66', '122884-12', '166856-32', '188020-18', '342055-54', '437720-05', '54704-62', '55003-87', '55182-97', '56010-97', '57631-06', '97631-20']",02/22/2021
121728-61,2011,Commercial Services,Washington,United States,1,426055.8893,16,['10627-39'],02/02/2021
121749-49,2015,Software,London,United Kingdom,14,585599.974,76,"['100871-65', '110367-46', '118564-66', '121755-43', '163102-96', '264638-26', '442293-85', '50933-44', '53398-54', '54006-49', '59239-00', '60062-32', '60903-91', '62582-86']",02/02/2021
121750-39,2014,Communications and Networking,New York,United States,15,999489.1952,50,"['106009-48', '106128-82', '106145-83', '107513-74', '112592-26', '11290-51', '113106-88', '11323-45', '170084-35', '42240-79', '437275-54', '50933-44', '51022-00', '55261-00', '56833-03']",02/02/2021
121751-20,2012,Software,Toronto,Canada,19,807861.5865,32,"['107882-74', '121759-30', '127615-24', '153972-19', '163802-62', '229654-54', '229654-63', '452838-25', '460044-37', '51182-47', '52775-83', '52833-34', '54644-95', '59723-29', '62717-95', '62881-93', '63638-83', '90649-36', '98741-89']",02/22/2021
121770-37,2012,Software,Boulder,United States,11,938180.5791,38,"['107651-71', '110136-88', '113061-61', '160824-70', '163032-40', '178896-79', '42240-79', '50933-44', '54399-52', '64854-37', '88920-55']",02/02/2021
121776-67,2013,Healthcare Devices and Supplies,Caesarea,Israel,5,5157.1659,36,"['121756-96', '342101-17', '342101-26', '53408-08', '54975-25']",02/22/2021
121803-13,2008,Commercial Services,Atlanta,United States,6,26389.3356,49,"['104872-06', '11211-40', '11263-15', '226690-21', '56617-66', '58638-07']",02/22/2021
121833-01,2015,Consumer Durables,Seattle,United States,8,523732.4777,24,"['109440-82', '115437-34', '126649-54', '166567-60', '229332-16', '232649-83', '232670-44', '234063-28']",02/22/2021
121843-27,2015,"Restaurants, Hotels and Leisure",Saint Louis,United States,4,904933.5193,72,"['121994-11', '121995-28', '166746-16', '166746-43']",02/15/2021
121859-65,2015,Consumer Non-Durables,Carlsbad,United States,5,693764.5079,79,"['11144-08', '11285-56', '149515-75', '222067-90', '55739-44']",02/02/2021
121875-31,2011,Commercial Services,New York,United States,17,627437.6119,53,"['100464-85', '10236-43', '11103-94', '11138-68', '11264-32', '13133-98', '14144-86', '178221-07', '432915-76', '51951-16', '56336-59', '56847-16', '60238-54', '60238-72', '60253-39', '65318-68', '65408-77']",02/15/2021
121885-75,2011,Commercial Services,San Francisco,United States,16,637554.6908,25,"['104637-97', '105946-12', '108166-06', '111146-41', '11191-87', '115187-23', '118855-27', '122673-70', '149517-28', '159295-33', '166617-73', '179440-93', '186986-80', '438346-99', '48176-38', '51111-37']",02/15/2021
121886-02,2000,Software,London,United Kingdom,3,207996.1753,53,"['120810-34', '59027-23', '60168-52']",02/15/2021
121886-11,2014,Software,London,United Kingdom,10,248799.2983,64,"['101913-94', '11254-51', '11258-11', '121895-65', '121895-74', '121896-28', '121896-55', '181008-73', '55986-76', '88443-91']",02/15/2021
121919-77,2013,Media,Noida,India,18,149095.7591,46,"['105887-17', '106004-26', '106040-08', '106141-51', '106368-49', '109598-95', '111468-43', '112386-79', '113097-25', '119731-24', '121180-24', '148106-89', '234229-42', '436394-89', '436394-98', '46777-15', '51006-88', '51488-74']",02/02/2021
121922-20,2012,Software,Bangalore,India,13,510444.9561,1,"['10139-41', '106474-69', '109512-01', '11262-16', '121929-40', '121931-38', '121931-47', '121932-28', '148771-81', '149897-17', '162101-35', '162101-62', '267182-65']",02/02/2021
121950-82,2010,Consumer Non-Durables,Louisville,United States,2,362649.957,64,"['166187-53', '64889-29']",02/22/2021
121990-42,2013,Agriculture,Pune,India,8,250796.8792,78,"['10139-41', '106002-64', '120990-43', '232992-10', '266084-65', '40822-84', '55961-83', '66331-09']",02/22/2021
122000-05,2013,Healthcare Services,Denver,United States,9,955386.4228,79,"['11114-11', '111598-12', '12264-49', '162445-96', '168227-20', '222605-20', '60459-94', '62927-65', '87063-49']",02/22/2021
122023-99,2015,Software,Countryside,United States,1,606277.4118,31,['56144-62'],02/22/2021
122106-43,2013,Media,San Francisco,United States,14,433179.2076,8,"['10127-62', '111551-05', '11184-49', '11259-10', '120913-21', '125697-97', '157188-97', '166204-81', '182193-58', '225953-47', '40993-12', '51097-60', '51639-76', '81693-91']",02/09/2021
122116-51,2015,Software,Montreal,Canada,14,768903.7519,4,"['10134-73', '151565-14', '223384-51', '223384-60', '223384-96', '226401-58', '51006-88', '51762-25', '53906-41', '55261-00', '55334-08', '55984-51', '63638-83', '63686-89']",02/15/2021
12212-47,1999,Software,Berwyn,United States,2,108487.4409,61,"['10060-57', '11315-98']",02/15/2021
122133-88,2014,Healthcare Technology Systems,Ann Arbor,United States,17,986087.6435,74,"['125697-97', '153451-63', '168092-92', '178356-25', '228234-16', '52359-85', '52499-80', '53997-49', '54882-01', '56447-38', '58532-14', '62350-30', '63373-33', '63571-69', '65993-77', '82117-81', '96396-04']",02/22/2021
122137-66,2014,Software,Columbia,United States,4,696244.427,18,"['10135-81', '11211-13', '43125-22', '52753-96']",02/22/2021
122138-29,2014,Computer Hardware,Boston,United States,2,71653.27594,28,"['160048-27', '221628-79']",02/22/2021
122139-19,2015,Software,Sunnyvale,United States,9,607318.3649,14,"['10156-69', '11331-91', '11608-75', '11920-96', '14182-66', '183990-70', '233900-47', '56144-62', '98731-90']",02/09/2021
122189-05,,Software,San Francisco,United States,29,893367.031,73,"['100582-75', '10463-23', '105914-62', '106133-05', '106530-76', '106621-39', '10879-57', '11166-58', '11261-89', '11333-26', '115228-45', '119682-28', '125143-03', '126304-39', '126304-48', '126305-47', '152437-96', '164406-34', '181615-33', '267929-02', '40764-07', '43226-11', '460044-37', '50980-51', '50980-60', '51763-51', '53906-41', '54812-17', '56613-25']",02/15/2021
122203-36,2015,Healthcare Devices and Supplies,Madison,United States,14,781453.7929,63,"['109844-83', '11306-17', '11327-32', '122270-68', '149352-13', '150042-52', '264556-09', '40420-36', '52116-04', '52264-18', '52972-39', '54215-92', '56105-92', '60311-80']",02/22/2021
122210-02,2015,Commercial Services,Bengaluru,India,12,35143.51282,59,"['106002-64', '106093-72', '106199-65', '10759-78', '10905-04', '11255-50', '11279-08', '123921-01', '168169-78', '279440-65', '52598-44', '66331-09']",02/02/2021
122214-70,2011,Software,Ann Arbor,United States,2,253878.5179,68,"['42340-15', '52359-85']",02/02/2021
122216-59,2014,Software,San Francisco,United States,5,448661.1703,78,"['11107-72', '230047-30', '233397-55', '40380-31', '55523-80']",02/15/2021
12223-00,2003,Commercial Services,Chicago,United States,11,358391.4303,45,"['10249-48', '11118-97', '11193-13', '11220-13', '11261-89', '40764-07', '42324-31', '51048-37', '52514-20', '53946-64', '55863-10']",02/02/2021
122300-20,2013,Consumer Non-Durables,Chicago,United States,1,538105.1431,57,['162077-59'],02/22/2021
122302-27,2014,Other Financial Services,Palo Alto,United States,24,709977.8556,35,"['10139-41', '106159-24', '106182-91', '106250-59', '109378-54', '109821-25', '120913-21', '122140-90', '124850-53', '125500-42', '125702-02', '126967-87', '149517-28', '159942-07', '167489-20', '179440-93', '264433-87', '40420-36', '438974-29', '54252-01', '54726-76', '55694-08', '56819-98', '57781-45']",02/22/2021
122302-63,2010,Commercial Products,Santa Barbara,United States,5,748149.9363,73,"['169673-77', '279943-21', '320872-69', '40996-63', '51038-20']",02/22/2021
122349-07,2014,Communications and Networking,Oakland,United States,18,408784.1698,62,"['106117-84', '106233-67', '109378-54', '110937-70', '112982-32', '121735-00', '124092-64', '124093-09', '140394-25', '152042-23', '230408-20', '235011-52', '40420-36', '433641-70', '51595-21', '53715-43', '59891-50', '63466-21']",02/22/2021
122353-21,2015,Commercial Services,San Francisco,United States,19,483031.03,45,"['10605-07', '112288-69', '120913-21', '125702-02', '152042-23', '160315-75', '166402-45', '170056-99', '179440-93', '179655-04', '182928-34', '234080-11', '277245-10', '40420-36', '41716-90', '50943-70', '57625-84', '60082-66', '82766-89']",02/22/2021
122369-05,2014,Media,Santa Barbara,United States,1,725623.3942,32,['51048-46'],02/22/2021
12238-75,1993,Software,New York,United States,9,138727.9193,3,"['10196-74', '10241-38', '11220-13', '11251-27', '11338-03', '114573-97', '222842-62', '41895-55', '55879-21']",02/15/2021
122398-48,2011,Commercial Services,Calgary,Canada,9,290744.502,58,"['14155-30', '151472-53', '398927-35', '43011-19', '54172-81', '56234-17', '60353-65', '65896-66', '98671-78']",02/08/2021
122434-30,2009,Consumer Non-Durables,Oakland,United States,4,115196.4916,56,"['122435-74', '13174-21', '169719-22', '61257-07']",02/22/2021
122434-48,2015,Transportation,San Francisco,United States,26,111835.1942,53,"['10052-20', '106623-73', '112677-85', '124929-82', '125702-02', '149720-23', '152115-67', '152116-30', '152116-48', '152116-93', '163857-07', '166476-70', '179440-93', '230859-37', '231972-49', '233353-27', '455177-44', '458236-09', '50980-60', '52815-70', '53538-22', '54252-01', '55003-87', '57349-27', '92242-81', '97812-01']",02/22/2021
122450-41,2014,Consumer Durables,Menlo Park,United States,15,235848.4024,10,"['106007-68', '106015-96', '106231-06', '11321-29', '11331-46', '156734-56', '169641-82', '184557-16', '233424-82', '41895-55', '42787-27', '436881-16', '52565-50', '54345-34', '62299-09']",02/08/2021
122485-15,2014,Apparel and Accessories,New York,United States,5,139996.5176,37,"['11180-08', '188109-64', '224309-26', '265906-54', '55082-53']",02/15/2021
122589-28,2013,Consumer Non-Durables,Los Angeles,United States,6,826744.1015,78,"['101944-27', '10499-95', '183265-39', '52251-22', '54300-07', '61257-07']",02/22/2021
122602-96,2013,Software,San Francisco,United States,8,602563.6046,36,"['112598-20', '113018-23', '126967-69', '126967-87', '52320-25', '60082-66', '60228-82', '88577-92']",02/02/2021
122619-61,2012,Commercial Products,San Carlos,United States,11,50410.85079,36,"['10637-92', '10923-58', '11124-28', '113018-23', '294861-79', '40996-63', '51206-95', '52206-94', '52771-15', '55061-65', '61835-23']",02/15/2021
122654-44,2013,Communications and Networking,Milton Keynes,United Kingdom,6,149537.8002,22,"['10200-61', '11244-34', '22527-64', '435905-02', '435905-38', '65130-40']",02/15/2021
122667-22,2015,Other Financial Services,San Mateo,United States,15,759168.0506,5,"['11251-81', '118745-83', '124929-82', '13471-21', '183656-44', '231236-92', '42715-00', '42873-94', '50980-60', '50980-69', '51006-88', '53452-18', '53775-82', '56021-59', '56833-03']",02/22/2021
122673-79,2014,Software,San Francisco,United States,8,618086.8966,65,"['100685-89', '11129-41', '187856-11', '224332-66', '42866-29', '51700-87', '55889-20', '90602-47']",02/22/2021
122678-02,2013,Computer Hardware,Sunnyvale,United States,15,527050.6577,30,"['108041-14', '123918-85', '153143-11', '169595-20', '416514-25', '432887-05', '432887-14', '51078-34', '52211-35', '52815-70', '53009-38', '54252-01', '54944-20', '55114-03', '56199-52']",02/22/2021
122771-08,2015,Software,New York,United States,30,668302.7016,34,"['100881-19', '10134-73', '11209-51', '112707-91', '119053-09', '151332-13', '152499-61', '153143-11', '154287-10', '179085-25', '226072-18', '227386-36', '267182-65', '42715-00', '431633-53', '50933-44', '50980-24', '51005-53', '51472-63', '51501-79', '51639-76', '52589-44', '52916-50', '54006-49', '54172-81', '55261-00', '56199-52', '56752-12', '60903-91', '97743-97']",02/02/2021
122845-33,2009,Consumer Non-Durables,Montpelier,United States,2,992146.9532,73,"['11194-39', '11257-75']",02/08/2021
122849-65,2014,Software,Santa Clara,United States,16,432223.6132,4,"['10463-23', '105833-35', '11118-97', '11331-91', '120508-30', '122860-09', '129196-27', '166064-50', '184826-71', '338606-65', '41641-21', '43084-72', '54704-62', '55863-10', '55879-84', '63823-24']",02/15/2021
122849-92,2015,Commercial Services,Berlin,Germany,1,524736.4959,23,['56889-10'],02/15/2021
122853-52,2014,Healthcare Services,Dublin,United States,2,630430.4608,65,"['126033-67', '165997-09']",02/22/2021
122865-58,2014,Consumer Durables,Westford,United States,2,225971.5563,34,"['111357-46', '170785-27']",02/08/2021
122872-69,2014,Software,San Francisco,United States,13,213564.8497,7,"['10052-20', '10139-41', '106241-95', '11216-26', '11251-81', '14155-39', '232280-20', '407251-36', '40764-07', '454388-95', '454389-04', '51709-96', '53715-43']",02/22/2021
122917-42,2002,Other Financial Services,Tonbridge,United Kingdom,4,802719.1858,21,"['151427-35', '51610-96', '55781-65', '58535-11']",02/15/2021
122955-31,2013,Software,Hokkaido,Japan,21,766355.6022,45,"['10599-22', '109864-00', '119900-80', '123377-68', '123377-77', '123378-67', '159661-99', '168717-34', '168923-17', '223043-77', '223958-26', '343619-20', '398981-89', '42492-97', '51253-84', '52336-18', '54083-62', '54173-98', '58790-98', '63264-61', '90602-47']",02/15/2021
122957-92,2014,Software,Nashville,United States,13,768774.2252,37,"['10408-69', '11216-98', '152566-48', '167492-08', '181953-91', '226072-18', '226942-93', '228972-79', '265687-48', '327363-13', '459766-72', '61040-17', '62138-71']",02/08/2021
122977-99,2013,Healthcare Services,Burlington,United States,2,234792.8538,24,"['11194-39', '129607-48']",02/02/2021
122989-69,2015,Software,Palo Alto,United States,5,128686.1614,19,"['11135-71', '11189-44', '126290-08', '54252-01', '55111-78']",02/02/2021
123029-65,2008,Communications and Networking,San Jose,United States,4,104169.2851,52,"['10768-06', '11331-37', '157664-17', '234000-46']",02/02/2021
123047-02,2013,Media,Berlin,Germany,14,374533.3934,51,"['105963-67', '11159-74', '11228-50', '122219-20', '163636-48', '224068-15', '265868-38', '279439-48', '51189-94', '54377-29', '54840-88', '55123-03', '56745-10', '84656-17']",02/22/2021
123082-84,2015,Consumer Non-Durables,Pune,India,6,430156.6843,9,"['10134-73', '25168-96', '303074-92', '40646-35', '55961-83', '97730-74']",02/15/2021
123088-33,2014,Software,San Francisco,United States,28,326436.3087,28,"['105964-84', '105976-18', '106113-43', '106232-41', '106298-11', '106589-80', '11189-44', '123030-10', '125084-71', '125702-02', '157412-62', '222843-97', '224347-51', '227750-86', '231277-69', '234705-97', '266254-57', '311207-95', '41716-90', '442466-83', '454553-38', '51005-53', '53788-78', '56833-03', '57631-06', '63597-16', '91046-62', '96654-88']",02/02/2021
123119-20,2014,Healthcare Devices and Supplies,Burnaby,Canada,2,352894.2241,51,"['14155-30', '51264-10']",02/02/2021
123122-35,2014,Healthcare Services,Sydney,Australia,4,775371.2169,53,"['125772-85', '128305-18', '128305-54', '84710-80']",02/09/2021
12313-00,1982,Communications and Networking,Santa Clara,United States,6,989530.3238,28,"['10580-14', '11173-60', '11239-21', '51001-66', '51237-10', '61137-28']",02/22/2021
123152-95,2014,Software,Paris,France,2,725602.977,52,"['10634-68', '265231-36']",02/15/2021
123177-34,2009,Healthcare Technology Systems,Atlanta,United States,6,774132.7157,31,"['10049-14', '120443-77', '42156-01', '52190-29', '53601-22', '87063-49']",02/02/2021
